Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,G+A,Glsxx,Goals,Shots,Shots on Target,Shots on Target%,Goals per Shot,Goals per Shot on Target,Avg Shot Distance,FK Shots,Penalties,Penalites Attempted,xG,npxG,npxG per Shot,G-xG,npG-xG,Passes Completed,Passes Attempted,Passes Completed%,Total Pass Dist,Prog Pass Dist,Short Pass Cmp,Short Pass Att,Shor tPass Cmp %,Medium Pass Cmp,Medium Pass Att,Medium Pass Cmp%,Long Pass Cmp,Long Pass Att,Long Pass Cmp%,Assists,xAG,xA,A-xAG,Key Passes,Final 1/3 Cmp,Passes into Penalty Area,Crosses into Penalty Area,Prog Passes,Live Pass,Dead Pass,FK Passes,Thru Balls,Switches,Crosses,Throw In,Corners,In Swing CK,Out Swing CK,Straight CK,Passes Offside,Passes Blocked,SCA,SCA Pass Live,SCA Pass Dead,SCA Dribble,SCA Sh,SCA Fouls Drawn,SCA Def,GCA,GCA Pass Live,GCA Pass Dead,GCA Dribble,GCA Shot,GCA Fouls Drawn,GCA Def,Tackle,Tackles Won,Def 3rd Tkl,Mid 3rd Tkl,Att 3rd Tkl,Drb Tkl,Drb Past Att,Drb Tkl%,Drb Past,Blocks,Sh Blocks,Pass Blocks,Int,Tkl+Int,Clr,Err,Touches,Def Pen Touch,Def 3rd Touch,Mid 3rd Touch,Att 3rd Touch,Att Pen Touch,Live Touch,Att Drb,Succ Drb,Drb Succ%,Times Tackled,Times Tackled%,Carries,Total Carry Distance,Prog Carry Distance,Prog Carries,Carries To Fina lThird,Carries To Pen Area,Carry Mistakes,Disposesed,Received Pass,Prog Passes Rec,Yellows,Reds,Yellow2,Fls,Fld,Off,PKwon,PKcon,OG,Recov,AerialWins,AerialLoss,AerialWin%
Tony Jantschke,de GER,"DF,MF",Gladbach,de Bundesliga,33,1990,4,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,100,208,130,5,5,100,7,7,100,0,0,0,0,0,0,0,0,1,0,0,2,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,100,0,2,2,0,1,2,4,0,22,5,15,7,0,0,22,0,0,0,0,0,8,17,4,0,0,0,0,0,9,0,0,0,0,1,2,0,0,0,0,1,2,2,50
Tosin Adarabioyo,eng ENG,DF,Fulham,eng Premier League,25,1997,20,18,1617,2,0.11,2,14,5,35.7,0.14,0.4,14.2,0,0,0,0.7,0.7,0.05,1.3,1.3,1028,1216,84.5,21010,7956,277,307,90.2,627,699,89.7,115,177,65,0,0.1,0.3,-0.1,2,47,2,0,62,1181,33,28,1,9,1,2,0,0,0,0,2,8,10,6,0,0,4,0,0,0,0,0,0,0,0,0,21,11,16,5,0,12,21,57.1,9,16,11,5,25,46,80,0,1390,181,713,631,48,29,1390,3,1,33.3,0,0,817,4560,2661,10,12,1,4,4,1009,5,2,0,0,10,5,0,0,0,0,43,56,28,66.7
Tosin Aiyegun,bj BEN,"MF,FW",Lorient,fr Ligue 1,25,1998,19,10,902,2,0.2,2,11,3,27.3,0.18,0.67,22.7,0,0,0,1.8,1.8,0.17,0.2,0.2,154,203,75.9,2377,486,73,98,74.5,58,70,82.9,10,15,66.7,0,0.3,0.3,-0.3,7,7,2,0,16,193,7,0,0,0,8,1,0,0,0,0,3,4,13,12,0,0,0,1,0,1,0,0,0,0,1,0,6,4,2,3,1,3,9,33.3,6,4,1,3,2,8,8,0,291,10,54,120,123,21,291,26,12,46.2,13,50,227,1660,686,17,10,6,18,13,218,52,0,1,0,13,16,3,1,0,0,33,6,10,37.5
Toti Gomes,pt POR,DF,Wolves,eng Premier League,24,1999,35,31,2772,4,0.03,1,10,5,50,0.1,0.2,9.9,0,0,0,1.6,1.6,0.16,-0.6,-0.6,1516,1847,82.1,23316,8336,782,859,91,631,748,84.4,60,153,39.2,3,1.2,0.6,1.8,6,78,6,1,79,1685,158,41,1,5,13,117,0,0,0,0,4,22,21,16,1,1,3,0,0,4,3,0,0,1,0,0,44,25,32,8,4,24,37,64.9,13,40,19,21,26,70,93,2,2109,188,1020,927,169,22,2109,31,23,74.2,5,16.1,1113,4427,2325,22,16,2,17,6,1394,11,7,0,0,38,13,2,0,0,0,136,56,30,65.1
Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,24,1998,28,25,2155,7,0.13,3,47,8,17,0.06,0.38,24.4,5,0,0,2.6,2.3,0.05,0.4,0.7,1553,2062,75.3,30386,12434,676,734,92.1,607,762,79.7,244,495,49.3,4,7.2,6.1,-3.2,64,202,57,18,205,1705,346,77,22,32,168,198,71,10,52,0,11,23,126,80,33,5,6,0,2,7,4,3,0,0,0,0,39,26,26,11,2,27,87,31,60,22,2,20,31,70,48,5,2296,75,523,1217,582,34,2296,52,28,53.8,21,40.4,1250,5701,2724,45,48,7,27,6,1492,97,6,0,0,9,9,2,0,0,0,176,8,6,57.1
Trevoh Chalobah,eng ENG,DF,Chelsea,eng Premier League,24,1999,13,10,952,1,0.09,1,2,2,100,0.5,0.5,9.5,0,0,0,0.2,0.2,0.1,0.8,0.8,700,783,89.4,12088,3518,278,302,92.1,377,397,95,35,70,50,0,0.1,0.4,-0.1,2,30,2,0,31,746,36,13,1,0,0,22,0,0,0,0,1,1,5,5,0,0,0,0,0,1,1,0,0,0,0,0,16,12,10,2,4,10,15,66.7,5,8,7,1,8,24,51,0,886,122,454,372,63,4,886,2,1,50,1,50,475,1552,709,5,5,2,10,3,633,9,1,0,0,3,3,0,0,0,0,46,19,22,46.3
Triantafyllos Pasaridīs,gr GRE,DF,Salernitana,it Serie A,27,1996,8,5,452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,172,82,2473,1139,55,59,93.2,73,80,91.3,10,28,35.7,0,0,0.2,0,2,13,1,0,17,164,8,7,0,0,0,1,0,0,0,0,0,2,6,6,0,0,0,0,0,0,0,0,0,0,0,0,11,7,9,2,0,9,14,64.3,5,7,3,4,3,14,19,0,219,36,112,101,7,2,219,1,0,0,1,100,96,411,212,1,2,0,4,0,128,0,3,0,0,9,3,0,0,0,0,12,7,13,35
Trivante Stewart,jm JAM,"FW,MF",Salernitana,it Serie A,23,2000,4,0,100,0,0,0,2,1,50,0,0,22.7,0,0,0,0.1,0.1,0.04,-0.1,-0.1,18,27,66.7,266,20,12,13,92.3,5,8,62.5,1,2,50,0,0.1,0,-0.1,1,0,0,0,0,21,6,0,0,0,2,0,0,0,0,0,0,0,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,39,0,2,17,22,6,39,3,2,66.7,1,33.3,13,83,45,2,2,1,3,0,19,6,0,0,0,1,0,0,0,0,0,3,2,6,25
Trévis Dago,ci CIV,"FW,MF",Lille,fr Ligue 1,18,2005,4,0,23,1,0,0,1,0,0,0,0,9.5,0,0,0,0,0,0.04,0,0,2,4,50,31,19,1,3,33.3,1,1,100,0,0,0,1,0.4,0,0.6,1,0,1,1,0,4,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,9,0,1,4,5,2,9,1,1,100,0,0,6,40,22,1,1,0,0,0,4,1,1,0,0,2,1,0,0,0,0,1,1,1,50
Tuta,br BRA,DF,Eint Frankfurt,de Bundesliga,24,1999,30,30,2600,3,0.03,1,18,7,38.9,0.06,0.14,12.7,0,0,0,1.4,1.4,0.08,-0.4,-0.4,1614,1906,84.7,29332,10105,648,706,91.8,830,911,91.1,121,228,53.1,2,2.1,2,-0.1,12,118,16,2,138,1795,109,51,2,6,11,58,0,0,0,0,2,32,35,26,2,0,6,1,0,3,3,0,0,0,0,0,63,33,38,19,6,39,59,66.1,20,29,12,17,36,99,99,0,2224,192,947,1076,217,33,2224,29,11,37.9,14,48.3,1358,5827,2737,22,16,1,24,15,1501,46,3,2,1,29,17,0,0,0,0,171,52,43,54.7
Tyler Adams,us USA,MF,Bournemouth,eng Premier League,24,1999,3,1,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,71,83.1,973,262,35,39,89.7,18,24,75,6,8,75,0,0.1,0,-0.1,1,9,0,0,5,67,4,3,0,1,1,1,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,3,0,2,3,66.7,1,2,0,2,4,8,2,0,91,3,23,54,14,4,91,3,2,66.7,0,0,44,193,116,4,1,2,3,0,52,1,0,0,0,0,3,0,0,0,0,7,2,3,40
Tyler Onyango,eng ENG,MF,Everton,eng Premier League,20,2003,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tyrick Mitchell,eng ENG,"DF,MF",Crystal Palace,eng Premier League,23,1999,37,37,3204,5,0.06,2,12,4,33.3,0.17,0.5,12.4,0,0,0,1.6,1.6,0.13,0.4,0.4,1177,1627,72.3,18588,7927,605,718,84.3,486,654,74.3,63,142,44.4,3,2.8,2.4,0.2,24,74,29,12,94,1262,361,14,1,2,69,347,0,0,0,0,4,70,47,40,2,1,2,1,1,4,4,0,0,0,0,0,105,60,75,21,9,43,60,71.7,17,63,10,53,26,131,104,0,2038,118,739,762,555,54,2038,37,18,48.6,17,45.9,818,3253,1564,32,23,9,46,28,979,159,6,0,0,22,16,1,0,0,0,208,21,26,44.7
Tyrone Mings,eng ENG,DF,Aston Villa,eng Premier League,30,1993,1,1,30,0,0,0,1,0,0,0,0,18.4,0,0,0,0,0,0.01,0,0,5,5,100,119,86,0,0,0,2,2,100,2,2,100,0,0,0.2,0,1,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,8,3,5,2,1,1,8,0,0,0,0,0,4,8,3,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,2,1,0,100
Tyronne Ebuehi,ng NGA,DF,Empoli,it Serie A,27,1995,15,11,1099,1,0,0,5,1,20,0,0,15.6,0,0,0,0.3,0.3,0.05,-0.3,-0.3,426,570,74.7,6790,2586,233,260,89.6,152,205,74.1,29,66,43.9,1,0.9,0.6,0.1,11,22,9,4,37,442,127,9,0,3,23,118,0,0,0,0,1,19,17,14,2,0,0,1,0,1,1,0,0,0,0,0,14,9,9,5,0,7,11,63.6,4,9,4,5,6,20,27,1,668,44,266,258,150,20,668,13,4,30.8,7,53.8,345,2020,1217,34,14,6,19,4,360,35,0,0,0,7,9,3,0,0,0,70,8,18,30.8
Téji Savanier,fr FRA,MF,Montpellier,fr Ligue 1,31,1991,32,32,2765,15,0.29,9,75,22,29.3,0.03,0.09,26.8,21,7,7,9.1,3.6,0.05,-0.1,-1.6,1306,1888,69.2,27308,10471,477,582,82,473,618,76.5,293,562,52.1,6,6.9,8.5,-0.9,91,186,44,8,224,1549,322,137,10,47,231,13,125,32,83,0,17,31,184,100,55,6,11,8,4,19,11,5,1,2,0,0,37,20,16,15,6,14,63,22.2,49,36,8,28,33,70,28,1,2283,58,434,1212,682,52,2276,108,55,50.9,42,38.9,1525,8329,3398,39,59,8,59,38,1409,108,8,1,0,41,80,3,0,0,0,196,21,32,39.6
Ulisses Garcia,ch SUI,DF,Marseille,fr Ligue 1,27,1996,13,10,906,0,0,0,11,5,45.5,0,0,24,1,0,0,0.5,0.5,0.05,-0.5,-0.5,449,570,78.8,7183,1975,224,249,90,186,233,79.8,27,54,50,0,0.9,1.1,-0.9,8,30,7,5,52,461,109,11,0,1,49,91,7,0,7,0,0,13,18,12,3,3,0,0,0,0,0,0,0,0,0,0,21,16,6,13,2,13,20,65,7,8,3,5,7,28,13,2,658,21,140,309,215,8,658,18,10,55.6,6,33.3,423,2330,1157,21,18,2,9,14,394,66,0,0,0,15,11,0,0,0,0,45,17,10,63
Umar Sadiq,ng NGA,FW,Real Sociedad,es La Liga,26,1997,26,12,1077,4,0.25,3,33,10,30.3,0.09,0.3,14.7,0,0,0,3.6,3.6,0.12,-0.6,-0.6,131,192,68.2,1831,294,74,96,77.1,42,58,72.4,6,12,50,1,1.1,0.9,-0.1,10,8,4,1,13,176,16,0,0,1,12,0,0,0,0,0,0,10,23,10,0,6,4,2,1,2,1,0,1,0,0,0,15,10,2,8,5,4,8,50,4,9,0,9,0,15,10,0,363,8,17,147,206,60,363,49,31,63.3,17,34.7,226,1327,427,18,11,10,49,39,272,74,4,0,0,45,19,27,0,0,0,34,29,51,36.3
Umut Tohumcu,de GER,MF,Hoffenheim,de Bundesliga,18,2004,20,12,1011,2,0,0,15,3,20,0,0,23.8,0,0,0,0.5,0.5,0.03,-0.5,-0.5,366,419,87.4,5711,1505,203,216,94,134,150,89.3,24,33,72.7,2,1.1,2,0.9,9,45,11,2,46,409,6,5,2,2,6,0,0,0,0,0,4,6,24,20,0,0,0,2,2,2,2,0,0,0,0,0,16,12,9,7,0,6,19,31.6,13,11,1,10,6,22,12,0,524,22,109,306,115,9,524,18,3,16.7,12,66.7,324,1528,788,18,13,2,10,11,373,27,5,0,0,10,24,0,0,0,0,62,2,10,16.7
Unai García,es ESP,DF,Osasuna,es La Liga,31,1992,9,6,560,1,0.16,1,2,1,50,0.5,1,14.4,0,0,0,0.1,0.1,0.06,0.9,0.9,158,202,78.2,3503,1226,46,51,90.2,88,99,88.9,24,49,49,0,0,0,0,1,6,0,0,12,184,17,15,0,6,5,2,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,12,9,9,2,1,5,10,50,5,7,1,6,8,20,18,0,259,26,121,124,16,7,259,1,0,0,1,100,104,379,183,2,2,0,3,3,136,1,6,1,1,9,1,0,0,0,0,21,4,7,36.4
Unai Gómez,es ESP,MF,Athletic Club,es La Liga,20,2003,25,9,875,2,0.21,2,16,7,43.8,0.13,0.29,17,0,0,0,1.5,1.5,0.09,0.5,0.5,198,260,76.2,3259,762,100,122,82,70,90,77.8,21,34,61.8,0,0.7,0.7,-0.7,12,18,3,0,28,234,26,6,1,1,21,0,14,11,1,0,0,5,25,14,6,1,2,1,1,2,2,0,0,0,0,0,12,10,2,6,4,5,10,50,5,13,2,11,2,14,9,0,366,8,38,176,160,26,366,29,12,41.4,14,48.3,221,1400,649,20,17,2,14,22,244,48,1,0,0,11,20,0,0,0,0,45,13,15,46.4
Unai López,es ESP,MF,Rayo Vallecano,es La Liga,27,1995,35,28,2108,3,0.04,1,32,5,15.6,0.03,0.2,28,3,0,0,1.1,1.1,0.04,-0.1,-0.1,1184,1462,81,21271,6407,547,585,93.5,473,552,85.7,133,254,52.4,2,2.5,2.7,-0.5,31,113,26,7,116,1340,109,53,3,18,73,10,43,22,8,1,13,19,58,34,15,2,4,0,3,3,2,0,0,0,0,1,48,24,18,23,7,21,53,39.6,32,24,3,21,16,64,15,2,1675,35,340,980,371,16,1675,39,22,56.4,17,43.6,886,4167,1964,32,24,2,26,23,1128,59,8,0,0,60,22,3,0,0,0,160,16,19,45.7
Unai Marrero,es ESP,GK,Real Sociedad,es La Liga,21,2001,2,1,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,45,62.2,934,792,5,6,83.3,13,13,100,10,26,38.5,0,0,0.1,0,0,2,0,0,0,22,23,15,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,32,43,3,0,0,46,0,0,0,0,0,22,94,55,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,3,0,0,0
Unai Núñez,es ESP,DF,Celta Vigo,es La Liga,26,1997,34,31,2801,1,0.03,1,22,5,22.7,0.05,0.2,14.4,1,0,0,1.4,1.4,0.07,-0.4,-0.4,1303,1635,79.7,26581,10797,410,472,86.9,712,807,88.2,168,314,53.5,0,0.8,1,-0.8,10,97,2,0,106,1547,86,82,2,35,1,4,0,0,0,0,2,15,26,19,1,1,2,1,2,1,0,0,0,1,0,0,51,28,30,19,2,23,49,46.9,26,38,24,14,52,103,153,3,2025,278,1049,886,102,39,2025,12,10,83.3,2,16.7,1086,5296,2799,10,10,2,31,5,1131,2,4,0,0,37,24,0,1,0,0,206,89,57,61
Unai Ropero,es ESP,MF,Alavés,es La Liga,21,2001,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,80,46,20,3,3,100,1,1,100,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,1,1,5,1,7,2,0,0,2,100,3,9,6,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Unai Simón,es ESP,GK,Athletic Club,es La Liga,26,1997,36,36,3182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728,1227,59.3,23132,18785,109,111,98.2,338,344,98.3,281,765,36.7,0,0,0.1,0,1,25,0,0,0,855,367,127,0,2,0,0,0,0,0,0,5,1,8,6,2,0,0,0,0,2,1,1,0,0,0,0,2,1,1,1,0,2,3,66.7,1,0,0,0,1,3,9,0,1301,968,1293,8,0,0,1301,0,0,0,0,0,697,3823,2165,0,0,0,0,0,549,0,2,0,0,0,8,0,0,0,1,58,10,1,90.9
Urko González,es ESP,MF,Real Sociedad,es La Liga,22,2001,5,2,156,0,0,0,2,0,0,0,0,17.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,71,89,79.8,1127,293,39,46,84.8,30,33,90.9,2,9,22.2,0,0,0,0,0,5,1,0,6,89,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,1,0,3,1,2,2,100,0,1,0,1,1,5,6,0,109,8,30,65,14,1,109,2,1,50,1,50,51,257,149,1,0,0,2,3,75,1,1,0,0,1,2,0,0,0,0,13,5,4,55.6
Uroš Račić,rs SRB,MF,Sassuolo,it Serie A,25,1998,22,8,820,2,0.11,1,17,4,23.5,0.06,0.25,24.3,2,0,0,0.8,0.8,0.05,0.2,0.2,322,396,81.3,5773,1601,134,153,87.6,151,169,89.3,29,57,50.9,1,0.3,0.3,0.7,6,30,4,0,37,391,5,4,1,7,2,1,0,0,0,0,0,4,17,13,0,0,3,1,0,3,2,0,0,1,0,0,10,4,6,4,0,0,9,0,9,16,7,9,7,17,22,0,481,30,117,284,83,5,481,7,6,85.7,1,14.3,240,1134,493,5,6,0,9,6,310,11,1,0,0,6,12,0,0,0,0,50,12,13,48
Valentin Atangana Edoa,fr FRA,MF,Reims,fr Ligue 1,17,2005,15,7,555,0,0,0,9,2,22.2,0,0,19.9,0,0,0,0.5,0.5,0.05,-0.5,-0.5,155,179,86.6,2784,585,50,60,83.3,90,97,92.8,10,12,83.3,0,0.1,0.3,-0.1,2,14,1,1,21,171,7,1,0,0,5,6,0,0,0,0,1,3,6,2,0,0,2,1,1,0,0,0,0,0,0,0,19,13,6,9,4,5,13,38.5,8,5,1,4,6,25,9,0,264,13,69,136,65,11,264,8,2,25,5,62.5,166,1141,424,10,11,2,12,3,150,17,0,0,0,19,8,0,0,0,0,28,8,12,40
Valentin Carboni,ar ARG,"MF,FW",Monza,it Serie A,18,2005,31,10,1169,5,0.15,2,23,7,30.4,0.09,0.29,18.3,0,0,0,2.3,2.3,0.1,-0.3,-0.3,436,523,83.4,6962,1487,225,260,86.5,175,193,90.7,28,38,73.7,3,1.7,1.4,1.3,23,30,8,1,57,507,16,3,4,4,14,2,6,2,2,0,0,20,42,36,2,1,1,0,2,4,3,0,0,1,0,0,25,15,10,12,3,8,26,30.8,18,12,1,11,7,32,4,0,676,5,83,329,281,41,676,49,24,49,18,36.7,465,3385,1577,52,33,18,30,15,500,75,2,0,0,21,20,3,0,0,0,60,4,13,23.5
Valentin Gendrey,fr FRA,DF,Lecce,it Serie A,23,2000,37,35,3044,5,0.06,2,18,5,27.8,0.11,0.4,12.6,0,0,0,1.6,1.6,0.09,0.4,0.4,1031,1380,74.7,17674,8250,512,593,86.3,425,541,78.6,83,192,43.2,3,1.6,1.8,1.4,24,106,18,7,116,1030,347,31,4,2,61,316,0,0,0,0,3,32,63,47,7,5,2,2,0,3,2,0,1,0,0,0,55,33,35,16,4,30,46,65.2,16,40,11,29,35,90,99,0,1728,123,586,808,353,45,1728,34,16,47.1,11,32.4,807,4816,2894,76,32,6,38,20,849,86,5,0,0,27,40,3,0,1,0,104,53,39,57.6
Valentin Rongier,fr FRA,MF,Marseille,fr Ligue 1,28,1994,10,10,851,0,0,0,10,3,30,0,0,19.7,0,0,0,0.6,0.6,0.06,-0.6,-0.6,504,577,87.3,9308,2852,178,209,85.2,267,285,93.7,43,62,69.4,0,0.8,1.2,-0.8,9,72,10,1,73,557,19,17,8,7,3,2,0,0,0,0,1,6,28,25,0,2,0,0,1,1,1,0,0,0,0,0,23,12,9,12,2,14,26,53.8,12,16,4,12,15,38,18,0,685,27,135,413,143,10,685,10,5,50,5,50,511,2879,1333,19,14,1,14,8,465,10,2,0,0,13,6,0,0,0,0,55,9,6,60
Valentin Rosier,fr FRA,"DF,MF",Nice,fr Ligue 1,26,1996,3,0,53,0,0,0,1,0,0,0,0,23.3,0,0,0,0,0,0.04,0,0,28,33,84.8,401,158,15,17,88.2,11,12,91.7,0,2,0,0,0.1,0.1,-0.1,2,2,2,0,5,27,6,1,0,0,0,5,0,0,0,0,0,0,4,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,2,3,5,0,47,3,13,20,15,3,47,1,0,0,1,100,24,196,102,3,3,1,2,1,21,2,0,0,0,0,1,0,0,0,0,3,1,0,100
Valentino Lazaro,at AUT,"DF,MF",Torino,it Serie A,27,1996,35,21,1994,4,0,0,17,4,23.5,0,0,16.2,3,0,0,1.7,1.7,0.1,-1.7,-1.7,839,1106,75.9,13621,4761,425,467,91,323,426,75.8,63,143,44.1,4,2.9,2.9,1.1,34,64,32,16,94,884,216,17,1,3,127,147,52,37,11,0,6,23,58,36,18,2,1,1,0,5,4,1,0,0,0,0,18,11,7,9,2,13,19,68.4,6,14,1,13,8,26,29,0,1268,39,250,552,487,33,1268,43,20,46.5,12,27.9,713,3505,1736,53,29,10,35,8,792,106,3,0,0,12,10,1,0,0,0,103,14,20,41.2
Valentino Livramento,eng ENG,DF,Newcastle Utd,eng Premier League,20,2002,26,12,1314,1,0.07,1,4,2,50,0.25,0.5,12.9,0,0,0,0.4,0.4,0.09,0.6,0.6,689,802,85.9,10004,2947,421,457,92.1,223,257,86.8,27,53,50.9,0,0.8,0.8,-0.8,12,58,16,3,61,697,105,4,0,1,26,101,0,0,0,0,0,12,36,28,0,2,1,3,2,5,3,0,1,0,1,0,23,13,15,6,2,10,21,47.6,11,16,7,9,25,48,41,1,957,63,309,428,232,27,957,30,17,56.7,8,26.7,521,2952,1463,44,17,8,17,18,583,76,1,0,0,3,28,1,0,0,0,85,12,8,60
Valentín Barco,ar ARG,"DF,FW",Brighton,eng Premier League,19,2004,6,3,307,0,0,0,4,2,50,0,0,24.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,179,233,76.8,2509,864,120,131,91.6,47,64,73.4,7,23,30.4,0,0.2,0.4,-0.2,4,10,3,0,14,204,28,5,2,1,30,15,8,3,2,2,1,5,8,5,3,0,0,0,0,0,0,0,0,0,0,0,11,5,4,5,2,6,8,75,2,3,0,3,4,15,3,1,274,7,73,102,100,5,274,11,5,45.5,4,36.4,181,697,367,8,4,0,5,4,188,20,1,0,0,7,7,0,0,0,0,16,1,7,12.5
Valentín Castellanos,ar ARG,FW,Lazio,it Serie A,24,1998,35,16,1682,7,0.21,4,54,19,35.2,0.07,0.21,13.3,1,0,0,7.3,7.3,0.14,-3.3,-3.3,272,452,60.2,3651,962,162,237,68.4,74,124,59.7,16,25,64,3,1.7,1.1,1.3,19,27,15,1,47,417,33,0,0,1,15,0,0,0,0,0,2,13,48,37,0,2,4,5,0,11,8,0,1,2,0,0,22,10,1,12,9,6,20,30,14,22,2,20,2,24,18,0,679,16,47,325,316,106,679,38,11,28.9,25,65.8,305,1337,466,15,13,7,54,22,490,132,2,0,0,34,31,20,0,0,0,51,71,64,52.6
Valery Fernández,es ESP,"MF,FW",Girona,es La Liga,23,1999,27,2,506,2,0.36,2,5,2,40,0.4,1,18.9,0,0,0,0.7,0.7,0.14,1.3,1.3,188,221,85.1,2441,411,125,132,94.7,54,68,79.4,3,6,50,0,0.8,0.5,-0.8,5,4,9,3,12,211,10,0,1,0,13,10,0,0,0,0,0,4,14,10,1,2,0,1,0,3,1,0,1,0,1,0,11,9,4,7,0,6,8,75,2,6,1,5,1,12,4,0,285,12,60,108,120,23,285,19,7,36.8,6,31.6,182,1299,590,20,10,7,15,8,204,54,1,0,0,6,13,3,0,0,0,30,2,3,40
Vanderson,br BRA,DF,Monaco,fr Ligue 1,22,2001,20,20,1641,4,0.16,3,30,10,33.3,0.1,0.3,21.6,0,0,0,2.1,2.1,0.07,0.9,0.9,734,992,74,12230,4003,367,443,82.8,274,371,73.9,65,122,53.3,1,1.4,2,-0.4,19,47,24,3,71,841,149,15,2,7,48,132,2,0,1,0,2,25,42,32,3,2,4,0,1,4,3,0,0,1,0,0,60,41,20,30,10,32,70,45.7,38,29,2,27,35,95,37,1,1247,56,253,614,397,42,1247,38,17,44.7,21,55.3,811,4463,1728,26,32,6,26,13,709,129,6,1,1,45,17,1,0,0,0,126,12,25,32.4
Vanja Milinković-Savić,rs SRB,GK,Torino,it Serie A,26,1997,36,36,3240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,984,1536,64.1,30924,23394,132,133,99.2,485,489,99.2,367,904,40.6,0,0,0.1,0,0,45,0,0,0,1207,320,81,0,4,0,0,0,0,0,0,9,0,5,4,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,1,100,0,0,0,0,1,2,14,4,1620,1290,1610,11,0,0,1620,1,0,0,1,100,1003,5562,3199,0,0,0,0,0,859,0,2,0,0,0,2,0,0,0,0,47,9,2,81.8
Vedat Muriqi,xk KVX,FW,Mallorca,es La Liga,29,1994,29,25,2327,9,0.27,7,62,21,33.9,0.1,0.29,14.1,0,1,3,10.4,8,0.13,-3.4,-2,411,660,62.3,6079,999,225,338,66.6,130,196,66.3,26,41,63.4,2,2.6,1.8,-0.6,34,42,13,2,40,642,8,1,5,4,11,0,0,0,0,0,10,24,52,43,0,2,6,1,0,3,2,0,0,1,0,0,11,6,4,3,4,2,14,14.3,12,11,4,7,6,17,26,0,953,28,70,486,405,116,950,27,13,48.1,14,51.9,490,2153,617,20,16,8,82,34,748,134,5,0,0,40,43,31,0,0,0,75,142,127,52.8
Vicente Guaita,es ESP,GK,Celta Vigo,es La Liga,36,1987,27,26,2403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,555,804,69,16190,12066,104,105,99,257,260,98.8,194,437,44.4,0,0,0,0,0,9,0,0,0,524,278,65,0,2,0,0,0,0,0,0,2,0,7,4,3,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,1,2,50,1,0,0,0,0,1,9,1,874,776,873,1,0,0,874,0,0,0,0,0,445,2241,1346,0,0,0,2,0,331,0,2,0,0,1,5,0,0,1,1,21,11,1,91.7
